0	2012
1	2006
2	2005
3	2014
4	2003
5	2006
6	2010
7	2009
8	2014
9	2004
10	2006
11	2009
12	2007
13	2012
14	2006
15	2004
16	2006
17	2010
18	2007
19	2003
20	2004
21	2006
22	2009
23	2006
24	2010
25	2007
26	2009
27	2008
28	2009
29	2008
30	2012
31	2006
32	2008
33	2006
34	2009
35	2009
36	2011
37	2000
38	2012
39	2001
40	2009
41	2011
42	2006
43	2000
44	2009
45	2011
46	2014
47	2007
48	2014
49	2008
50	2007
51	2010
52	2000
53	2010
54	2006
55	2005
56	2014
57	2013
58	2005
59	2014
60	2013
61	2009
62	2005
63	2012
64	2007
65	2006
66	2015
67	2005
68	2011
69	2007
70	2006
71	2008
72	2007
73	2006
74	2005
75	2010
76	2014
77	2005
78	2011
79	2002
80	2011
81	2006
82	2007
83	2010
84	2009
85	2013
86	2003
87	2012
88	2010
89	2011
90	2005
91	2009
92	2008
93	2009
94	2008
95	2009
96	2005
97	2007
98	2002
99	2009
100	2009
101	2009
102	2011
103	2011
104	2014
105	2011
106	2013
107	2010
108	2014
109	2011
110	2007
111	2009
112	2013
113	2002
114	2012
115	2008
116	2009
117	2004
118	2006
119	2004
120	2013
121	2011
122	2010
123	2007
124	2013
125	2013
126	2008
127	2012
128	2004
129	2006
130	2009
131	2001
132	2004
133	2008
134	2009
135	2007
136	2011
137	2013
138	2011
139	2004
140	2010
141	2005
142	2005
143	2007
144	2007
145	2009
146	2010
147	2010
148	2011
149	2006
150	2005
151	2006
152	2015
153	2010
154	2004
155	2005
156	2009
157	2009
158	2006
159	2007
160	2011
161	2006
162	2009
163	2009
164	2013
165	2006
166	2009
167	2007
168	2014
169	2008
170	2014
171	2008
172	2012
173	2010
174	2011
175	2003
176	2007
177	2011
178	2006
179	2009
180	2006
181	2008
182	2009
183	2015
184	2008
185	2015
186	2004
187	2007
188	2010
189	2010
190	2008
191	2009
192	2004
193	2002
194	2004
195	2010
196	2014
197	2004
198	2008
199	2009
200	2004
201	2009
202	2014
203	2004
204	2010
205	2013
206	2005
207	2008
208	2003
209	2013
210	2007
211	2011
212	2009
213	2014
214	2013
215	2003
216	2004
217	2004
218	2006
219	2009
220	2007
221	2011
222	2005
223	2011
224	2003
225	1996
226	2011
227	2007
228	2008
229	2006
230	2005
231	2014
232	2009
233	2010
234	2009
235	2013
236	2007
237	2008
238	2015
239	2008
240	2011
241	2005
242	2004
243	2010
244	2008
245	2007
246	2004
247	2010
248	2005
249	2005
250	2007
251	2013
252	2006
253	2007
254	2010
255	2005
256	2012
257	2011
258	1999
259	2005
260	2011
261	2000
262	2015
263	2010
264	2005
265	2011
266	2010
267	2002
268	2006
269	2006
270	2013
271	2007
272	2008
273	2004
274	2006
275	2005
276	2003
277	2011
278	2007
279	2013
280	2003
281	2004
282	1998
283	2009
284	2008
285	2009
286	2006
287	2013
288	2009
289	2009
290	2007
291	2006
292	2008
293	2011
294	2011
295	2006
296	2009
297	2007
298	2014
299	2014
300	2009
301	2003
302	2009
303	2006
304	2001
305	1993
306	2007
307	2013
308	2003
309	2009
310	2007
311	2006
312	2009
313	2008
314	2015
315	2015
316	2007
317	2010
318	2007
319	2014
320	2011
321	2006
322	2006
323	2015
324	2002
325	2010
326	2002
327	2008
328	2004
329	2009
330	2006
331	2006
332	2002
333	1983
334	2003
335	2007
336	2002
337	2004
338	2001
339	2004
340	2006
341	2012
342	2014
343	2010
344	2006
